FECHA,PRODUCTO_1,TIPO_CONTRATO_1,PRODUCTO_2,TIPO_CONTRATO_2,AJUSTE_POS1,AJUSTE_POS2,SPREAD,RELACION%
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,SOJ Dolar MATba,SOJ.ROS/NOV24,248.0,310.0,-62.0,-20.0
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,SOJ Dolar MATba,SOJ.ROS/ENE25,248.0,307.5,-59.5,-19.35
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,SOJ Dolar MATba,SOJ.ROS/MAY25,248.0,285.0,-37.0,-12.982
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,SOJ Dolar MATba,SOJ.ROS/JUL25,248.0,289.0,-41.0,-14.187
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,TRI Disponible,TRI.ROS/DIS24,248.0,251.5,-3.5,-1.392
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,TRI Dolar MATba,TRI.ROS/DIC24,248.0,220.0,28.0,12.727
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,TRI Dolar MATba,TRI.ROS/ENE25,248.0,221.5,26.5,11.964
2024-08-06,TRI Dolar MATba,TRI.ROS/SEP24,TRI Dolar MATba,TRI.ROS/MAR25,248.0,223.0,25.0,11.211
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,MAI Disponible,MAI.ROS/DIS24,220.0,174.0,46.0,26.437
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,MAI Dolar MATba,MAI.ROS/SEP24,220.0,177.9,42.1,23.665
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,MAI Dolar MATba,MAI.ROS/DIC24,220.0,178.9,41.1,22.974
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,MAI Dolar MATba,MAI.ROS/ABR25,220.0,172.0,48.0,27.907
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,MAI Dolar MATba,MAI.ROS/JUL25,220.0,166.6,53.4,32.053
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,SOJ Disponible,SOJ.ROS/DIS24,220.0,310.5,-90.5,-29.147
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,SOJ Dolar MATba,SOJ.ROS/SEP24,220.0,311.0,-91.0,-29.26
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,SOJ Dolar MATba,SOJ.ROS/NOV24,220.0,310.0,-90.0,-29.032
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,SOJ Dolar MATba,SOJ.ROS/ENE25,220.0,307.5,-87.5,-28.455
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,SOJ Dolar MATba,SOJ.ROS/MAY25,220.0,285.0,-65.0,-22.807
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,SOJ Dolar MATba,SOJ.ROS/JUL25,220.0,289.0,-69.0,-23.875
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,TRI Disponible,TRI.ROS/DIS24,220.0,251.5,-31.5,-12.525
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,TRI Dolar MATba,TRI.ROS/SEP24,220.0,248.0,-28.0,-11.29
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,TRI Dolar MATba,TRI.ROS/ENE25,220.0,221.5,-1.5,-0.677
2024-08-06,TRI Dolar MATba,TRI.ROS/DIC24,TRI Dolar MATba,TRI.ROS/MAR25,220.0,223.0,-3.0,-1.345
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,MAI Disponible,MAI.ROS/DIS24,221.5,174.0,47.5,27.299
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,MAI Dolar MATba,MAI.ROS/SEP24,221.5,177.9,43.6,24.508
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,MAI Dolar MATba,MAI.ROS/DIC24,221.5,178.9,42.6,23.812
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,MAI Dolar MATba,MAI.ROS/ABR25,221.5,172.0,49.5,28.779
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,MAI Dolar MATba,MAI.ROS/JUL25,221.5,166.6,54.9,32.953
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,SOJ Disponible,SOJ.ROS/DIS24,221.5,310.5,-89.0,-28.663
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,SOJ Dolar MATba,SOJ.ROS/SEP24,221.5,311.0,-89.5,-28.778
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,SOJ Dolar MATba,SOJ.ROS/NOV24,221.5,310.0,-88.5,-28.548
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,SOJ Dolar MATba,SOJ.ROS/ENE25,221.5,307.5,-86.0,-27.967
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,SOJ Dolar MATba,SOJ.ROS/MAY25,221.5,285.0,-63.5,-22.281
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,SOJ Dolar MATba,SOJ.ROS/JUL25,221.5,289.0,-67.5,-23.356
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,TRI Disponible,TRI.ROS/DIS24,221.5,251.5,-30.0,-11.928
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,TRI Dolar MATba,TRI.ROS/SEP24,221.5,248.0,-26.5,-10.685
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,TRI Dolar MATba,TRI.ROS/DIC24,221.5,220.0,1.5,0.682
2024-08-06,TRI Dolar MATba,TRI.ROS/ENE25,TRI Dolar MATba,TRI.ROS/MAR25,221.5,223.0,-1.5,-0.673
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,MAI Disponible,MAI.ROS/DIS24,223.0,174.0,49.0,28.161
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,MAI Dolar MATba,MAI.ROS/SEP24,223.0,177.9,45.1,25.351
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,MAI Dolar MATba,MAI.ROS/DIC24,223.0,178.9,44.1,24.651
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,MAI Dolar MATba,MAI.ROS/ABR25,223.0,172.0,51.0,29.651
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,MAI Dolar MATba,MAI.ROS/JUL25,223.0,166.6,56.4,33.854
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,SOJ Disponible,SOJ.ROS/DIS24,223.0,310.5,-87.5,-28.18
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,SOJ Dolar MATba,SOJ.ROS/SEP24,223.0,311.0,-88.0,-28.296
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,SOJ Dolar MATba,SOJ.ROS/NOV24,223.0,310.0,-87.0,-28.065
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,SOJ Dolar MATba,SOJ.ROS/ENE25,223.0,307.5,-84.5,-27.48
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,SOJ Dolar MATba,SOJ.ROS/MAY25,223.0,285.0,-62.0,-21.754
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,SOJ Dolar MATba,SOJ.ROS/JUL25,223.0,289.0,-66.0,-22.837
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,TRI Disponible,TRI.ROS/DIS24,223.0,251.5,-28.5,-11.332
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,TRI Dolar MATba,TRI.ROS/SEP24,223.0,248.0,-25.0,-10.081
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,TRI Dolar MATba,TRI.ROS/DIC24,223.0,220.0,3.0,1.364
2024-08-06,TRI Dolar MATba,TRI.ROS/MAR25,TRI Dolar MATba,TRI.ROS/ENE25,223.0,221.5,1.5,0.677
