PRODUCTO,TIPO CONTRATO,FECHA,AJUSTE / PRIMA REF.
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-02,225.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-02,227.0
TRI MIN,TRI.MIN/MAR24,2024-01-02,225.0
CRN Matba,CRN.CME/FEB24,2024-01-03,183.7
CRN Matba,CRN.CME/ABR24,2024-01-03,187.5
CRN Matba,CRN.CME/JUN24,2024-01-03,191.2
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-03,181.3
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-03,172.4
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-03,176.0
MAI MIN,MAI.MIN/JUL24,2024-01-03,172.4
MAI Pesos MATba,MAI.ROS.P/DIS24,2024-01-03,154000.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-03,328.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-03,301.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-03,307.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-03,313.9
SOJ MIN,SOJ.MIN/MAY24,2024-01-03,301.5
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-03,265500.0
SOY Matba,SOY.CME/ABR24,2024-01-03,472.9
SOY Matba,SOY.CME/JUN24,2024-01-03,473.5
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-03,220.9
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-03,222.5
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-03,224.5
TRI MIN,TRI.MIN/MAR24,2024-01-03,222.5
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-03,181000.0
CRN Matba,CRN.CME/ABR24,2024-01-04,188.5
CRN Matba,CRN.CME/JUN24,2024-01-04,191.8
CRN Matba,CRN.CME/NOV24,2024-01-04,195.3
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-04,180.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-04,171.6
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-04,175.0
MAI Dolar MATba,MAI.ROS/DIC24,2024-01-04,180.0
MAI MIN,MAI.MIN/JUL24,2024-01-04,171.6
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-04,328.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-04,299.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-04,305.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-04,299.0
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-04,267000.0
SOY Matba,SOY.CME/ABR24,2024-01-04,467.5
SOY Matba,SOY.CME/JUN24,2024-01-04,471.0
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-04,220.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-04,222.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-04,224.0
TRI MIN,TRI.MIN/MAR24,2024-01-04,222.0
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-04,180000.0
CRN Matba,CRN.CME/FEB24,2024-01-05,182.9
CRN Matba,CRN.CME/ABR24,2024-01-05,188.6
CRN Matba,CRN.CME/JUN24,2024-01-05,191.6
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-05,179.3
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-05,168.9
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-05,173.1
MAI Dolar MATba,MAI.ROS/DIC24,2024-01-05,179.0
MAI MIN,MAI.MIN/ABR24,2024-01-05,179.3
MAI MIN,MAI.MIN/JUL24,2024-01-05,168.9
MAI Pesos MATba,MAI.ROS.P/DIS24,2024-01-05,158000.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-05,328.7
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-05,296.2
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-05,303.4
SOJ MIN,SOJ.MIN/MAY24,2024-01-05,296.2
SOJ MIN,SOJ.MIN/JUL24,2024-01-05,303.4
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-05,271000.0
SOY Matba,SOY.CME/ABR24,2024-01-05,464.9
SOY Matba,SOY.CME/JUN24,2024-01-05,465.3
SOY Matba,SOY.CME/OCT24,2024-01-05,445.0
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-05,220.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-05,223.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-05,224.5
TRI Dolar MATba,TRI.ROS/DIC24,2024-01-05,205.0
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-05,180000.0
CRN Matba,CRN.CME/ABR24,2024-01-08,183.7
CRN Matba,CRN.CME/JUN24,2024-01-08,189.0
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-08,180.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-08,177.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-08,167.0
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-08,170.0
MAI MIN,MAI.MIN/ABR24,2024-01-08,177.5
MAI MIN,MAI.MIN/JUL24,2024-01-08,167.0
MAI Pesos MATba,MAI.ROS.P/DIS24,2024-01-08,158000.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-08,333.0
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-08,295.5
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-08,297.2
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-08,304.5
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-08,310.5
SOJ MIN,SOJ.MIN/MAY24,2024-01-08,297.2
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-08,272000.0
SOY Matba,SOY.CME/ABR24,2024-01-08,461.6
SOY Matba,SOY.CME/JUN24,2024-01-08,461.7
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-08,217.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-08,218.5
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-08,221.0
TRI MIN,TRI.MIN/MAR24,2024-01-08,218.5
CRN Matba,CRN.CME/ABR24,2024-01-09,184.7
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-09,179.9
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-09,168.6
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-09,173.2
MAI MIN,MAI.MIN/ABR24,2024-01-09,179.9
MAI MIN,MAI.MIN/JUL24,2024-01-09,168.6
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-09,341.6
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-09,299.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-09,306.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-09,312.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-09,299.5
SOJ MIN,SOJ.MIN/JUL24,2024-01-09,306.0
SOY Matba,SOY.CME/ABR24,2024-01-09,463.3
SOY Matba,SOY.CME/JUN24,2024-01-09,464.2
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-09,221.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-09,221.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-09,224.0
TRI MIN,TRI.MIN/JUL24,2024-01-09,224.0
CRN Matba,CRN.CME/ABR24,2024-01-10,185.0
CRN Matba,CRN.CME/JUN24,2024-01-10,191.1
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-10,177.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-10,165.5
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-10,170.4
MAI MIN,MAI.MIN/ABR24,2024-01-10,177.5
MAI MIN,MAI.MIN/JUL24,2024-01-10,165.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-10,340.6
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-10,298.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-10,304.5
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-10,311.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-10,298.5
SOJ MIN,SOJ.MIN/JUL24,2024-01-10,304.5
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-10,275000.0
SOY Matba,SOY.CME/ABR24,2024-01-10,459.8
SOY Matba,SOY.CME/JUN24,2024-01-10,460.5
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-10,220.7
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-10,221.5
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-10,224.7
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-10,178000.0
CRN Matba,CRN.CME/FEB24,2024-01-11,180.2
CRN Matba,CRN.CME/ABR24,2024-01-11,185.5
CRN Matba,CRN.CME/JUN24,2024-01-11,190.3
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-11,178.0
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-11,166.5
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-11,170.9
MAI MIN,MAI.MIN/ABR24,2024-01-11,178.0
MAI MIN,MAI.MIN/JUL24,2024-01-11,166.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-11,341.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-11,297.6
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-11,303.4
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-11,307.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-11,309.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-11,297.6
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-11,280000.0
SOY Matba,SOY.CME/ABR24,2024-01-11,460.0
SOY Matba,SOY.CME/JUN24,2024-01-11,461.3
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-11,222.5
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-11,223.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-11,226.0
TRI MIN,TRI.MIN/MAR24,2024-01-11,223.0
TRI MIN,TRI.MIN/JUL24,2024-01-11,226.0
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-11,180000.0
CRN Matba,CRN.CME/FEB24,2024-01-12,175.4
CRN Matba,CRN.CME/ABR24,2024-01-12,180.9
CRN Matba,CRN.CME/JUN24,2024-01-12,186.6
CRN Matba,CRN.CME/NOV24,2024-01-12,190.4
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-12,176.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-12,174.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-12,164.0
MAI MIN,MAI.MIN/JUL24,2024-01-12,164.0
MAI Pesos MATba,MAI.ROS.P/DIS24,2024-01-12,163000.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-12,338.0
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-12,290.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-12,291.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-12,297.5
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-12,301.7
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-12,305.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-12,291.0
SOJ MIN,SOJ.MIN/JUL24,2024-01-12,297.5
SOJ MIN,SOJ.MIN/NOV24,2024-01-12,305.0
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-12,274000.0
SOY Matba,SOY.CME/ABR24,2024-01-12,456.1
SOY Matba,SOY.CME/JUN24,2024-01-12,457.6
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-12,220.5
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-12,220.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-12,222.5
TRI Dolar MATba,TRI.ROS/DIC24,2024-01-12,198.0
TRI MIN,TRI.MIN/JUL24,2024-01-12,222.5
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-12,181000.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-15,171.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-15,161.0
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-15,165.5
MAI Pesos MATba,MAI.ROS.P/DIS24,2024-01-15,158000.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-15,333.0
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-15,288.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-15,290.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-15,297.5
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-15,301.5
SOJ MIN,SOJ.MIN/MAY24,2024-01-15,290.5
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-15,270000.0
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-15,221.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-15,218.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-15,221.3
TRI Dolar MATba,TRI.ROS/DIC24,2024-01-15,197.6
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-16,171.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-16,162.5
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-16,167.0
MAI MIN,MAI.MIN/ABR24,2024-01-16,171.5
MAI MIN,MAI.MIN/JUL24,2024-01-16,162.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-16,337.0
SOJ Dolar MATba,SOJ.ROS/MAR24,2024-01-16,289.0
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-16,287.5
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-16,289.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-16,296.0
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-16,299.5
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-16,303.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-16,289.5
SOY Matba,SOY.CME/ABR24,2024-01-16,458.9
SOY Matba,SOY.CME/JUN24,2024-01-16,459.0
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-16,221.5
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-16,220.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-16,222.1
TRI MIN,TRI.MIN/MAR24,2024-01-16,220.0
CRN Matba,CRN.CME/ABR24,2024-01-17,180.0
CRN Matba,CRN.CME/JUN24,2024-01-17,184.3
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-17,174.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-17,170.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-17,161.0
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-17,165.8
MAI Dolar MATba,MAI.ROS/DIC24,2024-01-17,169.2
MAI MIN,MAI.MIN/ABR24,2024-01-17,170.5
MAI MIN,MAI.MIN/JUL24,2024-01-17,161.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-17,337.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-17,284.4
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-17,290.5
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-17,293.3
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-17,297.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-17,284.4
SOJ MIN,SOJ.MIN/NOV24,2024-01-17,297.0
SOY Matba,SOY.CME/ABR24,2024-01-17,452.0
SOY Matba,SOY.CME/JUN24,2024-01-17,454.0
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-17,222.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-17,220.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-17,223.0
TRI Dolar MATba,TRI.ROS/DIC24,2024-01-17,197.0
CRN Matba,CRN.CME/ABR24,2024-01-18,179.0
CRN Matba,CRN.CME/JUN24,2024-01-18,183.5
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-18,175.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-18,169.8
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-18,161.0
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-18,165.0
MAI MIN,MAI.MIN/JUL24,2024-01-18,161.0
MAI MIN,MAI.MIN/SEP24,2024-01-18,165.0
MAI Pesos MATba,MAI.ROS.P/DIS24,2024-01-18,156000.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-18,337.9
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-18,284.0
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-18,290.5
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-18,293.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-18,297.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-18,284.0
SOJ MIN,SOJ.MIN/JUL24,2024-01-18,290.5
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-18,275000.0
SOY Matba,SOY.CME/ABR24,2024-01-18,453.0
SOY Matba,SOY.CME/JUN24,2024-01-18,454.0
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-18,223.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-18,221.5
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-18,223.5
CRN Matba,CRN.CME/FEB24,2024-01-19,175.8
CRN Matba,CRN.CME/JUN24,2024-01-19,184.0
CRN Matba,CRN.CME/NOV24,2024-01-19,189.0
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-19,175.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-19,171.0
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-19,161.5
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-19,166.1
MAI MIN,MAI.MIN/ABR24,2024-01-19,171.0
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-19,339.5
SOJ Dolar MATba,SOJ.ROS/MAR24,2024-01-19,283.7
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-19,280.5
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-19,282.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-19,288.0
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-19,291.5
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-19,295.0
SOJ Dolar MATba,SOJ.ROS/MAY25,2024-01-19,283.9
SOJ MIN,SOJ.MIN/MAY24,2024-01-19,282.5
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-19,279000.0
SOY Matba,SOY.CME/ABR24,2024-01-19,452.9
SOY Matba,SOY.CME/JUN24,2024-01-19,454.5
SOY Matba,SOY.CME/OCT24,2024-01-19,439.0
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-19,225.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-19,222.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-19,224.0
TRI MIN,TRI.MIN/MAR24,2024-01-19,222.0
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-19,184000.0
CRN Matba,CRN.CME/NOV24,2024-01-22,189.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-22,171.6
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-22,162.5
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-22,166.0
MAI Dolar MATba,MAI.ROS/DIC24,2024-01-22,169.0
MAI MIN,MAI.MIN/ABR24,2024-01-22,171.6
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-22,335.0
SOJ Dolar MATba,SOJ.ROS/MAR24,2024-01-22,285.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-22,284.4
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-22,289.5
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-22,292.5
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-22,296.0
SOJ Dolar MATba,SOJ.ROS/MAY25,2024-01-22,278.5
SOJ MIN,SOJ.MIN/MAY24,2024-01-22,284.4
SOJ MIN,SOJ.MIN/JUL24,2024-01-22,289.5
SOY Matba,SOY.CME/ABR24,2024-01-22,456.0
SOY Matba,SOY.CME/JUN24,2024-01-22,458.1
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-22,227.0
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-22,223.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-22,224.1
TRI MIN,TRI.MIN/MAR24,2024-01-22,223.0
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-22,184000.0
CRN Matba,CRN.CME/FEB24,2024-01-23,176.9
CRN Matba,CRN.CME/ABR24,2024-01-23,180.6
CRN Matba,CRN.CME/JUN24,2024-01-23,185.3
CRN Matba,CRN.CME/NOV24,2024-01-23,188.5
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-23,172.5
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-23,164.0
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-23,168.5
MAI Dolar MATba,MAI.ROS/DIC24,2024-01-23,170.4
MAI MIN,MAI.MIN/ABR24,2024-01-23,172.5
MAI MIN,MAI.MIN/JUL24,2024-01-23,164.0
MAI MIN,MAI.MIN/SEP24,2024-01-23,168.5
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-23,338.0
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-23,282.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-23,287.9
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-23,292.6
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-23,299.0
SOJ Dolar MATba,SOJ.ROS/MAY25,2024-01-23,276.1
SOJ MIN,SOJ.MIN/MAY24,2024-01-23,287.9
SOJ MIN,SOJ.MIN/JUL24,2024-01-23,292.6
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-23,276000.0
SOY Matba,SOY.CME/ABR24,2024-01-23,460.0
SOY Matba,SOY.CME/JUN24,2024-01-23,464.5
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-23,226.5
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-23,225.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-23,227.0
TRI MIN,TRI.MIN/MAR24,2024-01-23,225.0
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-23,185100.0
CRN Matba,CRN.CME/FEB24,2024-01-24,177.3
CRN Matba,CRN.CME/JUN24,2024-01-24,187.8
CRN Matba,CRN.CME/NOV24,2024-01-24,190.7
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-24,177.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-24,173.1
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-24,164.8
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-24,170.0
MAI Dolar MATba,MAI.ROS/DIC24,2024-01-24,172.7
MAI MIN,MAI.MIN/ABR24,2024-01-24,173.1
MAI MIN,MAI.MIN/JUL24,2024-01-24,164.8
SOJ Dolar MATba,SOJ.ROS/ENE24,2024-01-24,339.0
SOJ Dolar MATba,SOJ.ROS/MAR24,2024-01-24,290.0
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-24,289.7
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-24,294.7
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-24,298.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-24,299.4
SOJ MIN,SOJ.MIN/MAY24,2024-01-24,289.7
SOJ MIN,SOJ.MIN/JUL24,2024-01-24,294.7
SOY Matba,SOY.CME/ABR24,2024-01-24,459.6
SOY Matba,SOY.CME/JUN24,2024-01-24,459.6
SOY Matba,SOY.CME/OCT24,2024-01-24,446.5
TRI Dolar MATba,TRI.ROS/ENE24,2024-01-24,226.5
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-24,227.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-24,228.0
TRI MIN,TRI.MIN/MAR24,2024-01-24,227.0
TRI MIN,TRI.MIN/JUL24,2024-01-24,228.0
TRI Pesos MATba,TRI.ROS.P/DIS24,2024-01-24,186100.0
CRN Matba,CRN.CME/FEB24,2024-01-25,176.8
CRN Matba,CRN.CME/ABR24,2024-01-25,181.3
CRN Matba,CRN.CME/JUN24,2024-01-25,185.0
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-25,175.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-25,173.6
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-25,164.0
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-25,169.0
MAI Dolar MATba,MAI.ROS/DIC24,2024-01-25,172.0
MAI MIN,MAI.MIN/ABR24,2024-01-25,173.6
MAI MIN,MAI.MIN/JUL24,2024-01-25,164.0
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-25,286.5
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-25,289.4
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-25,294.0
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-25,297.0
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-25,299.5
SOJ Dolar MATba,SOJ.ROS/MAY25,2024-01-25,281.0
SOJ MIN,SOJ.MIN/MAY24,2024-01-25,289.4
SOJ MIN,SOJ.MIN/JUL24,2024-01-25,294.0
SOJ Pesos MATba,SOJ.ROS.P/DIS24,2024-01-25,275000.0
SOY Matba,SOY.CME/ABR24,2024-01-25,452.9
SOY Matba,SOY.CME/JUN24,2024-01-25,454.3
SOY Matba,SOY.CME/OCT24,2024-01-25,441.3
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-25,227.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-25,228.5
TRI Dolar MATba,TRI.ROS/DIC24,2024-01-25,200.0
TRI MIN,TRI.MIN/JUL24,2024-01-25,228.5
CRN Matba,CRN.CME/JUN24,2024-01-26,183.0
MAI Dolar MATba,MAI.ROS/MAR24,2024-01-26,175.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-26,173.0
MAI Dolar MATba,MAI.ROS/JUL24,2024-01-26,163.9
MAI Dolar MATba,MAI.ROS/SEP24,2024-01-26,169.0
MAI MIN,MAI.MIN/ABR24,2024-01-26,173.0
MAI MIN,MAI.MIN/JUL24,2024-01-26,163.9
SOJ Dolar MATba,SOJ.ROS/MAR24,2024-01-26,288.0
SOJ Dolar MATba,SOJ.ROS/ABR24,2024-01-26,286.5
SOJ Dolar MATba,SOJ.ROS/MAY24,2024-01-26,286.5
SOJ Dolar MATba,SOJ.ROS/JUL24,2024-01-26,292.5
SOJ Dolar MATba,SOJ.ROS/SEP24,2024-01-26,296.1
SOJ Dolar MATba,SOJ.ROS/NOV24,2024-01-26,298.9
SOJ Dolar MATba,SOJ.ROS/MAY25,2024-01-26,280.7
SOJ MIN,SOJ.MIN/MAY24,2024-01-26,286.5
SOJ MIN,SOJ.MIN/JUL24,2024-01-26,292.5
SOY Matba,SOY.CME/ABR24,2024-01-26,452.1
SOY Matba,SOY.CME/OCT24,2024-01-26,439.7
TRI Dolar MATba,TRI.ROS/MAR24,2024-01-26,224.0
TRI Dolar MATba,TRI.ROS/JUL24,2024-01-26,225.0
TRI Dolar MATba,TRI.ROS/DIC24,2024-01-26,198.0
TRI Pesos MATba,TRI.BA.P/DIS24,2024-01-26,180000.0
CRN Matba,CRN.CME/JUN24,2024-01-29,182.0
MAI Dolar MATba,MAI.ROS/ABR24,2024-01-29,172.0
